Latitude (deg), Longitude (deg), Altitude (m), Distance horizontal (m), Velocity forward (m/s), Velocity lateral (m/s), Velocity down (m/s), Speed horizontal (m/s), Heading (deg), Pitch (deg), Roll (deg), Slip angle (deg), Angular rate forward (deg/s), Angular rate lateral (deg/s), Angular rate down (deg/s), Angular rate Xv (deg/s), Angular rate Yv (deg/s), Angular rate Zv (deg/s), Acceleration forward (m/s²), Acceleration lateral (m/s²), Acceleration down (m/s²), Acceleration Xv (m/s²), Acceleration Yv (m/s²), Acceleration Zv (m/s²)
42.24825707, -83.55541771, 187.505, 1594.021, 3.90, -0.04, -0.03, 3.90, 259.063, 1.292, -0.138, -0.618, 0.07, -0.16, 0.57, 0.05, -0.17, 0.57, -0.112, -0.061, -9.685, 0.106, -0.038, -9.685
42.24825568, -83.55542695, 187.507, 1594.799, 3.87, -0.03, 0.00, 3.87, 259.090, 1.372, -0.186, -0.427, -0.22, 0.99, -0.18, -0.22, 0.99, -0.18, -0.167, -0.065, -10.114, 0.075, -0.033, -10.115
42.24825433, -83.55543613, 187.512, 1595.571, 3.84, -0.03, -0.02, 3.84, 259.132, 1.389, -0.183, -0.498, 0.19, 1.30, -0.16, 0.20, 1.30, -0.15, -0.189, 0.057, -9.686, 0.046, 0.088, -9.688
42.24825298, -83.55544523, 187.518, 1596.336, 3.81, -0.04, -0.02, 3.81, 259.171, 1.437, -0.250, -0.607, -0.46, 0.71, -0.04, -0.46, 0.71, -0.05, -0.069, 0.165, -9.253, 0.164, 0.206, -9.251
42.24825165, -83.55545427, 187.523, 1597.094, 3.78, -0.04, -0.03, 3.78, 259.167, 1.509, -0.310, -0.549, -0.22, 0.42, -0.09, -0.22, 0.42, -0.09, -0.274, 0.040, -9.845, -0.015, 0.093, -9.849
42.24825033, -83.55546327, 187.531, 1597.847, 3.75, -0.03, -0.03, 3.75, 259.175, 1.584, -0.332, -0.528, -0.61, 0.68, -0.29, -0.60, 0.69, -0.31, -0.124, 0.081, -10.225, 0.159, 0.141, -10.224
42.24824902, -83.55547220, 187.540, 1598.595, 3.72, -0.04, -0.03, 3.72, 259.169, 1.591, -0.357, -0.545, -0.15, -0.32, 0.58, -0.17, -0.33, 0.57, -0.236, -0.038, -9.647, 0.032, 0.022, -9.650
42.24824771, -83.55548106, 187.550, 1599.338, 3.70, -0.03, -0.04, 3.70, 259.157, 1.601, -0.401, -0.489, -0.21, 0.09, 0.01, -0.21, 0.09, 0.01, -0.248, -0.051, -9.853, 0.028, 0.018, -9.857
42.24824642, -83.55548986, 187.559, 1600.074, 3.67, -0.04, -0.05, 3.67, 259.173, 1.578, -0.387, -0.618, -0.83, -0.91, -0.22, -0.82, -0.90, -0.25, -0.208, -0.124, -9.901, 0.064, -0.057, -9.903
42.24824514, -83.55549858, 187.568, 1600.805, 3.64, -0.03, -0.04, 3.64, 259.175, 1.566, -0.418, -0.527, -0.47, -0.99, 0.76, -0.50, -0.99, 0.74, -0.120, -0.127, -10.275, 0.161, -0.052, -10.275
42.24824387, -83.55550723, 187.577, 1601.530, 3.61, -0.04, -0.03, 3.61, 259.195, 1.532, -0.446, -0.605, 0.12, -0.10, 0.22, 0.12, -0.10, 0.22, -0.127, 0.025, -9.264, 0.121, 0.097, -9.264
42.24824261, -83.55551583, 187.585, 1602.250, 3.59, -0.04, -0.03, 3.59, 259.188, 1.517, -0.396, -0.567, -0.06, 0.36, 0.44, -0.07, 0.36, 0.44, -0.042, -0.312, -9.873, 0.219, -0.244, -9.873
42.24824134, -83.55552435, 187.593, 1602.967, 3.57, -0.04, -0.03, 3.57, 259.183, 1.504, -0.406, -0.604, -0.23, -0.19, 0.22, -0.24, -0.19, 0.21, -0.122, -0.122, -9.552, 0.129, -0.054, -9.553
42.24824009, -83.55553284, 187.599, 1603.680, 3.55, -0.04, -0.03, 3.56, 259.172, 1.458, -0.402, -0.611, 0.70, -0.71, -0.29, 0.71, -0.70, -0.28, -0.131, 0.054, -9.533, 0.112, 0.121, -9.533
42.24823884, -83.55554128, 187.606, 1604.389, 3.54, -0.04, -0.03, 3.54, 259.153, 1.427, -0.344, -0.654, 0.56, -0.04, -0.01, 0.56, -0.04, 0.01, -0.169, -0.058, -9.790, 0.075, 0.001, -9.791
42.24823760, -83.55554966, 187.610, 1605.094, 3.52, -0.03, -0.03, 3.52, 259.124, 1.445, -0.334, -0.538, 0.05, 0.53, -0.30, 0.06, 0.53, -0.30, -0.074, 0.008, -10.328, 0.187, 0.069, -10.327
42.24823636, -83.55555800, 187.616, 1605.796, 3.50, -0.04, -0.01, 3.50, 259.104, 1.410, -0.327, -0.614, 0.16, 0.41, -0.35, 0.17, 0.41, -0.34, -0.188, 0.167, -9.439, 0.044, 0.221, -9.440
42.24823514, -83.55556630, 187.621, 1606.493, 3.47, -0.04, -0.01, 3.47, 259.077, 1.483, -0.283, -0.649, -0.69, 1.67, -0.17, -0.69, 1.67, -0.18, 0.044, 0.078, -9.736, 0.296, 0.127, -9.731
42.24823392, -83.55557454, 187.626, 1607.186, 3.47, -0.03, -0.03, 3.47, 259.067, 1.514, -0.193, -0.552, -0.26, -0.15, 0.40, -0.27, -0.15, 0.39, 0.156, -0.151, -9.859, 0.417, -0.118, -9.852
42.24823269, -83.55558275, 187.632, 1607.878, 3.45, -0.04, -0.02, 3.45, 259.044, 1.408, -0.249, -0.586, -0.42, -0.20, -0.37, -0.41, -0.20, -0.38, -0.208, 0.244, -9.885, 0.035, 0.287, -9.886
42.24823148, -83.55559094, 187.639, 1608.567, 3.44, -0.04, -0.03, 3.44, 258.999, 1.449, -0.185, -0.662, 0.20, 0.36, 0.10, 0.20, 0.36, 0.11, 0.073, -0.248, -10.209, 0.332, -0.215, -10.204
42.24823026, -83.55559911, 187.649, 1609.254, 3.43, -0.03, -0.05, 3.43, 258.976, 1.407, -0.184, -0.554, 0.14, -0.85, 0.44, 0.12, -0.85, 0.44, -0.314, -0.022, -10.158, -0.064, 0.011, -10.163
42.24822905, -83.55560726, 187.654, 1609.939, 3.43, -0.04, 0.02, 3.43, 258.948, 1.508, -0.154, -0.750, -0.47, 1.32, -0.05, -0.46, 1.32, -0.06, 0.212, -0.185, -9.634, 0.466, -0.159, -9.626
42.24822784, -83.55561543, 187.660, 1610.625, 3.43, -0.03, -0.03, 3.43, 258.936, 1.566, -0.167, -0.567, 0.33, 0.44, -0.11, 0.33, 0.44, -0.10, 0.102, -0.040, -9.912, 0.373, -0.011, -9.905
42.24822662, -83.55562359, 187.668, 1611.310, 3.42, -0.03, -0.03, 3.42, 258.914, 1.597, -0.189, -0.493, 0.05, 0.56, -0.58, 0.07, 0.56, -0.58, -0.157, 0.016, -10.150, 0.126, 0.049, -10.151
42.24822541, -83.55563175, 187.678, 1611.994, 3.41, -0.03, -0.03, 3.41, 258.898, 1.616, -0.220, -0.572, -0.64, 1.09, 0.21, -0.65, 1.09, 0.20, -0.136, 0.116, -9.939, 0.144, 0.154, -9.939
42.24822422, -83.55563988, 187.687, 1612.675, 3.39, -0.03, -0.02, 3.40, 258.867, 1.732, -0.176, -0.491, 0.19, 2.13, 0.02, 0.19, 2.13, 0.03, -0.104, -0.167, -9.487, 0.183, -0.138, -9.487
42.24822302, -83.55564798, 187.695, 1613.354, 3.40, -0.03, -0.04, 3.40, 258.872, 1.876, -0.266, -0.429, -0.64, -0.57, -0.14, -0.64, -0.57, -0.16, 0.124, 0.253, -9.778, 0.444, 0.298, -9.767
42.24822182, -83.55565612, 187.705, 1614.035, 3.40, -0.02, -0.05, 3.40, 258.853, 1.677, -0.258, -0.376, 0.01, -0.78, 0.06, 0.01, -0.78, 0.06, -0.094, 0.042, -9.680, 0.189, 0.086, -9.678
42.24822062, -83.55566424, 187.715, 1614.715, 3.40, -0.02, -0.06, 3.40, 258.841, 1.619, -0.188, -0.323, 0.38, -0.16, 0.46, 0.37, -0.17, 0.47, -0.066, -0.071, -9.898, 0.214, -0.039, -9.896
42.24821942, -83.55567234, 187.732, 1615.394, 3.39, -0.02, -0.11, 3.39, 258.824, 1.452, -0.175, -0.355, -0.18, -2.26, 0.25, -0.19, -2.27, 0.24, -0.057, -0.047, -9.709, 0.189, -0.017, -9.708
42.24821818, -83.55568043, 187.743, 1616.072, 3.39, -0.03, 0.01, 3.39, 258.812, 1.360, -0.297, -0.441, -0.63, 1.35, -0.07, -0.62, 1.35, -0.07, -0.105, 0.191, -9.785, 0.127, 0.242, -9.784
42.24821698, -83.55568853, 187.745, 1616.750, 3.39, -0.01, -0.04, 3.39, 258.757, 1.454, -0.201, -0.113, 0.59, 0.18, 0.17, 0.59, 0.18, 0.19, -0.023, -0.103, -9.982, 0.230, -0.068, -9.980
42.24821575, -83.55569661, 187.752, 1617.429, 3.40, -0.01, -0.03, 3.40, 258.735, 1.465, -0.157, -0.248, 0.33, 0.46, -0.36, 0.34, 0.46, -0.35, 0.132, 0.084, -9.371, 0.372, 0.110, -9.364
42.24821451, -83.55570470, 187.760, 1618.109, 3.40, -0.03, -0.03, 3.40, 258.698, 1.488, -0.196, -0.424, -0.04, -0.52, -0.33, -0.03, -0.52, -0.33, 0.178, -0.013, -9.658, 0.429, 0.021, -9.650
42.24821328, -83.55571278, 187.765, 1618.788, 3.39, -0.02, -0.04, 3.39, 258.671, 1.534, -0.173, -0.280, 0.16, 0.27, -0.48, 0.17, 0.28, -0.47, 0.000, -0.206, -9.804, 0.262, -0.176, -9.802
42.24821203, -83.55572086, 187.771, 1619.467, 3.39, -0.02, -0.03, 3.39, 258.665, 1.576, -0.160, -0.300, 0.35, -0.22, -0.17, 0.35, -0.22, -0.17, -0.067, 0.125, -10.098, 0.210, 0.153, -10.096
42.24821079, -83.55572894, 187.778, 1620.146, 3.39, -0.03, -0.05, 3.39, 258.645, 1.622, -0.147, -0.448, -0.04, -0.52, -0.34, -0.03, -0.52, -0.34, -0.099, -0.048, -10.040, 0.185, -0.022, -10.039
42.24820955, -83.55573702, 187.786, 1620.825, 3.39, -0.02, -0.04, 3.39, 258.623, 1.656, -0.140, -0.296, 0.18, 0.08, -0.20, 0.19, 0.08, -0.19, 0.082, -0.116, -9.989, 0.371, -0.092, -9.983
42.24820831, -83.55574508, 187.796, 1621.503, 3.39, -0.02, -0.05, 3.39, 258.621, 1.632, -0.139, -0.359, 0.42, 0.60, -0.46, 0.43, 0.60, -0.45, -0.055, 0.034, -9.725, 0.222, 0.057, -9.723
42.24820707, -83.55575313, 187.803, 1622.181, 3.39, -0.03, -0.06, 3.39, 258.607, 1.671, -0.129, -0.426, -0.44, -0.25, 0.40, -0.45, -0.25, 0.39, 0.059, -0.018, -9.877, 0.347, 0.004, -9.871
42.24820584, -83.55576118, 187.813, 1622.858, 3.38, -0.02, -0.04, 3.38, 258.575, 1.663, -0.091, -0.293, 0.49, -0.87, -0.06, 0.49, -0.87, -0.05, 0.034, -0.019, -9.821, 0.319, -0.004, -9.816
42.24820462, -83.55576922, 187.823, 1623.534, 3.38, -0.03, -0.06, 3.38, 258.574, 1.658, -0.089, -0.440, 0.24, -1.26, -0.05, 0.24, -1.26, -0.04, 0.096, -0.063, -9.507, 0.371, -0.049, -9.500
42.24820339, -83.55577725, 187.831, 1624.210, 3.38, -0.02, -0.05, 3.38, 258.555, 1.657, -0.089, -0.357, -0.02, -0.22, 0.31, -0.03, -0.22, 0.31, -0.017, -0.130, -9.968, 0.271, -0.114, -9.964
42.24820216, -83.55578525, 187.839, 1624.885, 3.37, -0.02, -0.04, 3.37, 258.545, 1.633, -0.110, -0.344, -0.18, 0.73, 0.02, -0.18, 0.73, 0.02, -0.089, -0.035, -9.747, 0.189, -0.016, -9.746
42.24820095, -83.55579326, 187.849, 1625.559, 3.37, -0.01, -0.05, 3.37, 258.519, 1.590, -0.111, -0.244, -0.60, -0.29, 0.16, -0.61, -0.30, 0.14, -0.065, 0.126, -9.966, 0.212, 0.146, -9.964
42.24819972, -83.55580126, 187.857, 1626.234, 3.38, -0.01, -0.04, 3.38, 258.484, 1.530, -0.073, -0.191, 0.35, 0.17, -0.40, 0.36, 0.17, -0.39, -0.022, -0.008, -9.762, 0.239, 0.005, -9.759
42.24819850, -83.55580926, 187.865, 1626.909, 3.37, -0.01, -0.04, 3.37, 258.467, 1.482, -0.035, -0.102, -0.28, -0.39, 0.29, -0.28, -0.39, 0.28, 0.033, -0.142, -9.886, 0.289, -0.136, -9.882
42.24819726, -83.55581727, 187.873, 1627.585, 3.38, -0.02, -0.05, 3.38, 258.449, 1.435, -0.030, -0.270, -0.12, -0.64, -0.27, -0.12, -0.64, -0.27, -0.016, -0.129, -10.133, 0.238, -0.124, -10.130
42.24819602, -83.55582526, 187.877, 1628.260, 3.38, 0.00, -0.01, 3.38, 258.432, 1.465, -0.056, 0.036, 0.25, 0.48, -0.32, 0.26, 0.48, -0.31, -0.040, -0.048, -10.145, 0.219, -0.038, -10.143
42.24819479, -83.55583325, 187.882, 1628.936, 3.38, 0.00, -0.03, 3.38, 258.413, 1.507, 0.003, -0.075, -0.09, 0.70, 0.20, -0.10, 0.70, 0.19, -0.039, 0.064, -9.647, 0.215, 0.064, -9.644
42.24819355, -83.55584124, 187.887, 1629.612, 3.38, 0.00, -0.04, 3.38, 258.399, 1.548, 0.061, -0.075, 0.46, -1.00, 0.14, 0.46, -1.00, 0.15, -0.045, -0.131, -10.262, 0.232, -0.142, -10.259
42.24819228, -83.55584920, 187.890, 1630.288, 3.38, -0.01, -0.03, 3.38, 258.397, 1.608, 0.003, -0.145, -0.17, 0.12, -0.55, -0.16, 0.12, -0.56, -0.122, 0.096, -9.806, 0.153, 0.096, -9.806
42.24819101, -83.55585715, 187.894, 1630.963, 3.37, -0.01, -0.03, 3.37, 258.426, 1.679, 0.004, -0.192, 0.08, 0.98, 0.52, 0.06, 0.98, 0.52, -0.153, 0.178, -10.237, 0.147, 0.178, -10.237
42.24818977, -83.55586508, 187.900, 1631.636, 3.37, -0.02, -0.05, 3.37, 258.469, 1.845, 0.048, -0.267, 0.26, -0.68, 0.19, 0.25, -0.68, 0.20, 0.109, -0.250, -9.642, 0.420, -0.258, -9.633
42.24818851, -83.55587303, 187.907, 1632.310, 3.37, -0.01, -0.05, 3.37, 258.510, 1.645, 0.008, -0.184, -0.10, -1.55, 0.24, -0.11, -1.55, 0.24, -0.117, 0.127, -9.936, 0.168, 0.126, -9.936
42.24818725, -83.55588098, 187.915, 1632.984, 3.37, -0.02, -0.05, 3.37, 258.530, 1.638, -0.068, -0.369, 0.04, 0.52, 0.37, 0.03, 0.52, 0.37, -0.087, 0.118, -10.137, 0.203, 0.130, -10.135
42.24818600, -83.55588892, 187.924, 1633.657, 3.36, -0.01, -0.08, 3.36, 258.553, 1.607, -0.062, -0.145, 0.08, -0.71, 0.55, 0.07, -0.71, 0.55, -0.025, -0.033, -10.244, 0.262, -0.022, -10.241
42.24818475, -83.55589682, 187.938, 1634.328, 3.35, -0.02, -0.01, 3.35, 258.582, 1.472, -0.129, -0.401, 0.12, 0.64, -0.26, 0.13, 0.64, -0.25, -0.039, -0.150, -9.743, 0.211, -0.128, -9.741
42.24818352, -83.55590473, 187.934, 1634.999, 3.35, -0.01, -0.01, 3.35, 258.567, 1.711, -0.170, -0.230, -0.50, 0.49, -0.07, -0.49, 0.49, -0.08, -0.045, -0.038, -10.405, 0.266, -0.007, -10.401
42.24818228, -83.55591265, 187.940, 1635.669, 3.35, -0.01, -0.02, 3.35, 258.617, 1.715, -0.186, -0.251, 0.03, 0.19, -0.14, 0.03, 0.19, -0.14, 0.048, 0.033, -9.663, 0.337, 0.065, -9.657
42.24818106, -83.55592055, 187.947, 1636.338, 3.34, -0.02, -0.04, 3.34, 258.640, 1.746, -0.229, -0.346, -0.41, 0.50, 0.74, -0.43, 0.50, 0.73, 0.021, 0.061, -9.593, 0.314, 0.100, -9.587
42.24817985, -83.55592846, 187.953, 1637.006, 3.34, -0.02, -0.04, 3.34, 258.664, 1.831, -0.278, -0.328, -0.19, -0.09, 0.25, -0.19, -0.09, 0.24, 0.006, 0.077, -10.174, 0.331, 0.126, -10.169
42.24817864, -83.55593636, 187.962, 1637.673, 3.33, -0.01, -0.03, 3.33, 258.689, 1.832, -0.286, -0.229, 0.37, -0.47, 0.47, 0.36, -0.47, 0.47, 0.066, 0.052, -10.057, 0.387, 0.102, -10.049
42.24817746, -83.55594424, 187.971, 1638.338, 3.32, -0.02, -0.05, 3.32, 258.724, 1.817, -0.280, -0.329, -0.20, -0.60, -0.01, -0.20, -0.60, -0.02, 0.049, -0.211, -9.483, 0.349, -0.164, -9.478
42.24817627, -83.55595212, 187.980, 1639.003, 3.32, -0.01, -0.04, 3.32, 258.733, 1.797, -0.298, -0.215, 0.07, -0.79, -0.48, 0.08, -0.79, -0.48, 0.040, -0.071, -10.017, 0.354, -0.019, -10.011
42.24817510, -83.55596002, 187.992, 1639.666, 3.31, -0.01, -0.05, 3.31, 258.777, 1.710, -0.292, -0.157, 0.58, -0.48, 0.22, 0.57, -0.48, 0.24, -0.053, 0.148, -10.037, 0.246, 0.199, -10.033
42.24817395, -83.55596791, 188.003, 1640.328, 3.31, -0.02, -0.04, 3.31, 258.804, 1.615, -0.267, -0.274, -0.32, 0.05, 0.61, -0.34, 0.04, 0.60, -0.086, 0.176, -9.947, 0.194, 0.222, -9.945
42.24817280, -83.55597580, 188.013, 1640.990, 3.31, -0.01, -0.04, 3.31, 258.819, 1.573, -0.258, -0.100, 0.48, 0.15, 0.28, 0.48, 0.15, 0.30, -0.142, -0.119, -9.605, 0.122, -0.076, -9.606
42.24817163, -83.55598366, 188.022, 1641.652, 3.31, -0.01, -0.03, 3.31, 258.851, 1.547, -0.267, -0.130, 0.10, 0.84, -0.06, 0.10, 0.84, -0.06, -0.075, 0.042, -9.806, 0.190, 0.088, -9.804
42.24817047, -83.55599151, 188.029, 1642.313, 3.30, -0.01, -0.03, 3.30, 258.877, 1.591, -0.253, -0.134, -0.40, 0.20, 0.90, -0.43, 0.20, 0.89, -0.049, -0.073, -9.942, 0.227, -0.029, -9.940
42.24816930, -83.55599934, 188.033, 1642.973, 3.29, -0.01, -0.02, 3.29, 258.900, 1.712, -0.318, -0.244, -0.30, 0.90, 0.11, -0.30, 0.90, 0.11, -0.090, -0.006, -9.676, 0.199, 0.048, -9.674
42.24816814, -83.55600717, 188.041, 1643.632, 3.30, 0.00, -0.04, 3.30, 258.913, 1.761, -0.321, -0.077, 0.98, -0.42, 0.23, 0.97, -0.42, 0.26, 0.078, 0.119, -9.525, 0.371, 0.173, -9.518
42.24816700, -83.55601503, 188.049, 1644.293, 3.31, -0.01, -0.04, 3.31, 258.941, 1.646, -0.187, -0.175, 0.34, -0.84, 0.40, 0.33, -0.85, 0.41, 0.097, -0.086, -9.651, 0.374, -0.054, -9.644
42.24816584, -83.55602289, 188.060, 1644.954, 3.31, -0.01, -0.04, 3.31, 258.975, 1.602, -0.185, -0.142, -0.14, 1.08, -0.10, -0.13, 1.08, -0.10, -0.005, 0.076, -9.832, 0.270, 0.108, -9.828
42.24816468, -83.55603075, 188.072, 1645.615, 3.31, -0.02, -0.07, 3.31, 259.001, 1.534, -0.238, -0.371, -0.62, -0.74, 0.05, -0.62, -0.74, 0.03, -0.051, -0.051, -9.909, 0.214, -0.010, -9.907
42.24816350, -83.55603861, 188.083, 1646.276, 3.30, -0.01, 0.00, 3.30, 259.027, 1.519, -0.229, -0.103, 0.27, 0.74, 0.03, 0.27, 0.74, 0.04, 0.045, 0.269, -10.045, 0.311, 0.309, -10.039
42.24816237, -83.55604650, 188.088, 1646.937, 3.31, -0.01, -0.02, 3.31, 259.056, 1.628, -0.112, -0.196, 0.42, 0.71, 0.47, 0.41, 0.71, 0.49, 0.004, 0.021, -9.970, 0.287, 0.041, -9.966
42.24816123, -83.55605439, 188.097, 1647.600, 3.31, -0.02, -0.03, 3.31, 259.076, 1.661, -0.086, -0.326, 0.09, -0.12, 0.12, 0.08, -0.12, 0.12, -0.084, -0.065, -9.628, 0.195, -0.050, -9.626
42.24816008, -83.55606226, 188.105, 1648.263, 3.32, -0.01, -0.04, 3.32, 259.120, 1.669, -0.068, -0.170, 0.17, -0.19, -0.39, 0.19, -0.19, -0.39, -0.057, -0.025, -9.979, 0.234, -0.013, -9.977
42.24815891, -83.55607013, 188.113, 1648.927, 3.32, -0.02, -0.03, 3.32, 259.168, 1.633, -0.091, -0.421, -0.22, -0.38, 0.19, -0.22, -0.38, 0.18, -0.081, -0.078, -9.862, 0.200, -0.063, -9.861
42.24815775, -83.55607799, 188.120, 1649.590, 3.32, -0.02, -0.04, 3.32, 259.199, 1.652, -0.109, -0.346, 0.28, 0.03, -0.02, 0.28, 0.03, -0.02, 0.007, -0.008, -10.215, 0.301, 0.012, -10.210
42.24815659, -83.55608588, 188.128, 1650.254, 3.32, -0.02, -0.04, 3.32, 259.252, 1.611, -0.115, -0.306, 0.31, -0.70, 0.34, 0.30, -0.71, 0.34, -0.067, 0.144, -10.136, 0.218, 0.164, -10.133
42.24815543, -83.55609376, 188.134, 1650.918, 3.32, -0.02, -0.03, 3.32, 259.299, 1.606, -0.095, -0.431, -0.78, 0.31, 0.53, -0.79, 0.31, 0.51, -0.113, -0.141, -9.980, 0.167, -0.124, -9.979
42.24815429, -83.55610166, 188.140, 1651.582, 3.32, -0.02, -0.03, 3.32, 259.335, 1.618, -0.118, -0.403, -0.07, -0.34, 0.09, -0.08, -0.34, 0.08, -0.032, -0.066, -9.817, 0.245, -0.046, -9.815
42.24815315, -83.55610958, 188.148, 1652.246, 3.32, -0.02, -0.02, 3.32, 259.382, 1.594, -0.097, -0.337, 0.12, 1.33, -0.02, 0.12, 1.33, -0.01, 0.015, -0.023, -9.614, 0.283, -0.007, -9.609
42.24815203, -83.55611751, 188.155, 1652.911, 3.33, -0.03, -0.04, 3.33, 259.435, 1.600, -0.040, -0.478, 0.06, 0.39, 0.11, 0.06, 0.39, 0.11, 0.079, -0.097, -9.923, 0.356, -0.090, -9.917
42.24815089, -83.55612544, 188.162, 1653.576, 3.33, -0.03, -0.03, 3.33, 259.470, 1.594, -0.066, -0.441, -0.64, 0.26, 0.73, -0.66, 0.26, 0.71, 0.034, -0.022, -10.139, 0.316, -0.010, -10.135
42.24814975, -83.55613337, 188.169, 1654.241, 3.32, -0.03, -0.03, 3.32, 259.507, 1.617, -0.071, -0.437, 0.24, 0.26, 0.30, 0.23, 0.26, 0.31, -0.159, -0.012, -9.841, 0.119, 0.000, -9.842
42.24814863, -83.55614130, 188.176, 1654.905, 3.32, -0.03, -0.04, 3.32, 259.561, 1.656, -0.014, -0.564, 0.21, -0.56, 0.71, 0.19, -0.56, 0.71, -0.072, -0.084, -9.661, 0.207, -0.082, -9.659
42.24814749, -83.55614922, 188.183, 1655.569, 3.32, -0.04, -0.02, 3.32, 259.618, 1.647, -0.161, -0.633, -0.54, 0.07, 0.35, -0.55, 0.06, 0.33, -0.054, 0.202, -9.860, 0.230, 0.230, -9.857
42.24814638, -83.55615714, 188.190, 1656.234, 3.32, -0.03, -0.03, 3.32, 259.629, 1.634, -0.090, -0.437, 1.11, 0.28, -0.03, 1.11, 0.28, 0.00, -0.078, -0.096, -9.651, 0.197, -0.081, -9.649
42.24814528, -83.55616506, 188.198, 1656.897, 3.32, -0.02, -0.04, 3.32, 259.674, 1.624, -0.004, -0.431, 0.38, -0.41, 0.01, 0.38, -0.41, 0.02, -0.040, 0.060, -9.674, 0.234, 0.061, -9.672
42.24814416, -83.55617297, 188.205, 1657.560, 3.31, -0.04, -0.03, 3.31, 259.721, 1.613, -0.026, -0.667, 0.33, 0.03, 0.81, 0.31, 0.03, 0.82, 0.080, 0.087, -9.655, 0.352, 0.091, -9.649
42.24814304, -83.55618086, 188.211, 1658.223, 3.31, -0.06, -0.03, 3.31, 259.767, 1.686, -0.160, -0.980, -1.34, -0.42, 0.06, -1.34, -0.42, 0.02, -0.022, 0.012, -9.899, 0.269, 0.039, -9.896
42.24814196, -83.55618875, 188.216, 1658.884, 3.30, -0.01, -0.02, 3.30, 259.788, 1.786, -0.100, -0.227, 1.32, 1.11, 0.11, 1.32, 1.11, 0.15, 0.000, -0.157, -9.621, 0.300, -0.140, -9.616
42.24814087, -83.55619661, 188.223, 1659.543, 3.30, -0.03, -0.03, 3.30, 259.830, 1.841, -0.028, -0.515, 0.56, 0.06, 0.22, 0.56, 0.06, 0.24, 0.017, 0.174, -9.588, 0.325, 0.179, -9.582
42.24813980, -83.55620447, 188.231, 1660.202, 3.30, -0.03, -0.05, 3.30, 259.799, 1.901, -0.015, -0.502, 0.50, -0.21, 0.46, 0.48, -0.21, 0.47, 0.108, -0.150, -9.953, 0.438, -0.148, -9.944
42.24813873, -83.55621234, 188.242, 1660.860, 3.29, -0.03, -0.04, 3.29, 259.804, 1.883, -0.007, -0.443, -0.16, -0.70, -0.27, -0.15, -0.70, -0.28, 0.094, -0.033, -9.940, 0.421, -0.032, -9.932
42.24813766, -83.55622017, 188.254, 1661.518, 3.28, -0.02, -0.05, 3.28, 259.811, 1.861, -0.020, -0.417, -0.53, 1.40, 0.01, -0.53, 1.40, -0.01, 0.033, 0.042, -9.549, 0.343, 0.045, -9.543
42.24813660, -83.55622798, 188.266, 1662.173, 3.28, -0.03, -0.04, 3.28, 259.803, 1.884, -0.001, -0.455, -0.01, 1.62, -0.38, 0.01, 1.62, -0.38, 0.078, -0.138, -9.476, 0.390, -0.138, -9.469
42.24813555, -83.55623578, 188.278, 1662.828, 3.28, -0.02, -0.04, 3.28, 259.819, 1.770, -0.030, -0.287, 0.24, -0.45, -0.23, 0.25, -0.45, -0.22, 0.028, -0.048, -9.287, 0.315, -0.043, -9.282
42.24813449, -83.55624357, 188.288, 1663.484, 3.28, -0.01, -0.04, 3.28, 259.831, 1.675, 0.032, -0.243, 0.41, -0.59, -0.33, 0.42, -0.59, -0.32, 0.021, -0.036, -9.909, 0.311, -0.041, -9.904
42.24813342, -83.55625134, 188.297, 1664.139, 3.28, -0.02, -0.04, 3.28, 259.837, 1.614, 0.007, -0.374, -0.36, -0.78, 0.32, -0.37, -0.78, 0.31, 0.076, -0.134, -9.809, 0.352, -0.135, -9.803
42.24813236, -83.55625912, 188.310, 1664.794, 3.27, -0.02, -0.03, 3.27, 259.832, 1.517, -0.016, -0.413, -0.72, -0.21, -0.79, -0.70, -0.21, -0.81, -0.076, -0.044, -9.251, 0.169, -0.042, -9.250
42.24813128, -83.55626688, 188.315, 1665.448, 3.27, -0.02, -0.03, 3.27, 259.845, 1.602, -0.041, -0.374, -0.29, -1.18, -0.15, -0.28, -1.18, -0.16, -0.043, 0.049, -9.637, 0.227, 0.056, -9.634
42.24813022, -83.55627465, 188.321, 1666.101, 3.27, -0.02, -0.01, 3.27, 259.843, 1.673, -0.043, -0.266, 0.12, 0.43, -0.20, 0.12, 0.43, -0.19, -0.087, 0.147, -9.739, 0.197, 0.154, -9.737
42.24812916, -83.55628242, 188.327, 1666.754, 3.27, -0.03, -0.02, 3.27, 259.827, 1.737, -0.090, -0.486, -0.94, 0.47, 0.17, -0.95, 0.47, 0.15, -0.058, -0.059, -9.919, 0.242, -0.044, -9.916
42.24812809, -83.55629020, 188.334, 1667.407, 3.26, -0.02, -0.04, 3.26, 259.827, 1.803, -0.138, -0.311, -0.72, 0.09, 0.16, -0.72, 0.09, 0.13, -0.104, -0.121, -9.919, 0.208, -0.097, -9.917
42.24812703, -83.55629795, 188.344, 1668.058, 3.26, -0.01, -0.06, 3.26, 259.835, 1.842, -0.190, -0.206, 1.33, -0.42, -0.45, 1.35, -0.41, -0.41, 0.168, 0.431, -9.969, 0.488, 0.464, -9.957
